Name	Variant	Caller	CallerVariant	Count	CNOT:Average	CNOT:SecondMoment	CNOT:Variance	CNOT:Sum	CNOT:Min	CNOT:Max	QubitClifford:Average	QubitClifford:SecondMoment	QubitClifford:Variance	QubitClifford:Sum	QubitClifford:Min	QubitClifford:Max	R:Average	R:SecondMoment	R:Variance	R:Sum	R:Min	R:Max	Measure:Average	Measure:SecondMoment	Measure:Variance	Measure:Sum	Measure:Min	Measure:Max	T:Average	T:SecondMoment	T:Variance	T:Sum	T:Min	T:Max
Microsoft.Quantum.Chemistry.Samples.RunQubitizationStep	Body	[[root]]	Body	1	318066394	1.01166230992163E+17	NaN	318066394	318066394	318066394	397993140	1.5839853948706E+17	NaN	397993140	397993140	397993140	36815676	1.35539399933698E+15	NaN	36815676	36815676	36815676	6538487	42751812249169	NaN	6538487	6538487	6538487	26153750	684018639062500	NaN	26153750	26153750	26153750

