Name	Variant	Caller	CallerVariant	Count	CNOT:Average	CNOT:SecondMoment	CNOT:Variance	CNOT:Sum	CNOT:Min	CNOT:Max	QubitClifford:Average	QubitClifford:SecondMoment	QubitClifford:Variance	QubitClifford:Sum	QubitClifford:Min	QubitClifford:Max	R:Average	R:SecondMoment	R:Variance	R:Sum	R:Min	R:Max	Measure:Average	Measure:SecondMoment	Measure:Variance	Measure:Sum	Measure:Min	Measure:Max	T:Average	T:SecondMoment	T:Variance	T:Sum	T:Min	T:Max
Microsoft.Quantum.Chemistry.Samples.RunOptimizedQubitizationStep	Body	[[root]]	Body	1	275734814	7.60296876516146E+16	NaN	275734814	275734814	275734814	52353473	2.74088613516173E+15	NaN	52353473	52353473	52353473	18	324	NaN	18	18	18	13087675	171287236905625	NaN	13087675	13087675	13087675	52357100	2.74126592041E+15	NaN	52357100	52357100	52357100

