Name	Variant	Caller	CallerVariant	Count	CNOT:Average	CNOT:SecondMoment	CNOT:Variance	CNOT:Sum	CNOT:Min	CNOT:Max	QubitClifford:Average	QubitClifford:SecondMoment	QubitClifford:Variance	QubitClifford:Sum	QubitClifford:Min	QubitClifford:Max	R:Average	R:SecondMoment	R:Variance	R:Sum	R:Min	R:Max	Measure:Average	Measure:SecondMoment	Measure:Variance	Measure:Sum	Measure:Min	Measure:Max	T:Average	T:SecondMoment	T:Variance	T:Sum	T:Min	T:Max
Microsoft.Quantum.Chemistry.Samples.RunTrotterStep	Body	[[root]]	Body	1	384224068	1.47628134430469E+17	NaN	384224068	384224068	384224068	50922816	2.59313318936986E+15	NaN	50922816	50922816	50922816	6538354	42750073029316	NaN	6538354	6538354	6538354	100	10000	NaN	100	100	100	0	0	NaN	0	0	0

